id,address,city,company_name,contact_name,employee,fax_number,gender,major_division_description,phone,state,sales,sic_2_code_description,sic_4_code,category,title,url,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude
106,"664 main st","Sussex","Royal Bank Of Canada","Leah Mcfarlane","3",,,"Finance, Insurance, And Real Estate","5064321629","NB","500000","Nondepository Credit Institutions","6162","Mortgage bankers and loan correspondents","Manager",,,,,,,,,,,,,,,,"E4E7H9","-65.505089","45.722765"
107,"200 urquhart cres","Fredericton","Nova Electric Ltd","Camille Albert","10 to 19","5064571363","M","Construction","5064521123","NB","$2.5 to 5 million","Construction - Special Trade Contractors","1731","Electrical work","Owner",,,,,,,,,,,,,,,,"E3B8K5","-66.587831","45.898398"
108,"591 eel river","Eel river crossing","Esthetique De Soins La Tendre","Sandra Lavallee","1 to 4",,"F","Services","5068262024","NB","Less than $500,000","Personal Services","7231","Beauty shops","Owner",,,,,,,,,,,,,,,,"E8E2W9","-66.417868","48.009813"
109,"754 coombes st","Fredericton","Deloitte & Touche",,,,,,"5064741601","NB",,"Nonclassifiable Establishments","9999","Nonclassifiable establishments",,,,,,,,,,,,,,,,,"E3A3B2","-66.622508","45.967387"
110,"415 macnaughton ave","Moncton","Canada Bread Atlantic Ltd.","Dave Dodman",,,,"Wholesale Trade","5068550801","NB",,"Wholesale Trade - Nondurable Goods","5149","Groceries and related products, nec","Manager",,,,,,,,,,,,,,,,"E1H2J9","-64.745883","46.130758"
111,"336 route 10","Richibucto road","Forever You Hair Design & Tan","Tammy Fullarton","1 to 4",,"F","Services","5064592641","NB","Less than $500,000","Personal Services","7231","Beauty shops","Owner",,,,,,,,,,,,,,,,"E3A7E1","-66.580791","45.953008"
112,"Carlton mall","Mckenna","Clark's Car Wash","Bryan Clark","1 to 4",,"M","Services","5063287140","NB","Less than $500,000","Automotive Repair, Services and Parking","7542","Carwashes","Owner",,,,,,,,,,,,,,,,"E7N1V1","-67.491349","46.208446"
113,"72 rue des montagnes","Kedgwick","Coiffure Moderne","Lucie Joubert","1 to 4",,"F","Services","5062842585","NB","Less than $500,000","Personal Services","7231","Beauty shops","Owner",,,,,,,,,,,,,,,,"E8B1C5","-67.343445","47.642053"
114,"655 champlain st","Dieppe","Saputo Milk Div","Larry Dobson","20 to 49","5068580385","M","Wholesale Trade","5063836455","NB","$20 to 50 million","Wholesale Trade - Nondurable Goods","5143","Dairy products, except dried or canned","Manager",,,,,,,,,,,,,,,,"E1A1P6","-64.720404","46.101125"
115,"1110 smythe st","Fredericton","Underhills Sweeping Svc.",,"3",,,"Transportation, Communications, Electric, Gas, An","5064471856","NB","726000","Electric, Gas and Sanitary Services","4959","Sanitary services, nec",,,,,,,,,,,,,,,,,"E3B3H6","-66.668266","45.944220"
116,"110 first plymouth rd","Woodstock","Hospitality Homes Ltd.","Sam Galloway",,"5063286845",,"Manufacturing","5063252643","NB",,"Lumber and Wood Products, Except Furniture","2452","Prefabricated wood buildings","Owner",,,,,,,,,,,,,,,,"E7M4M2","-67.600938","46.149036"
117,"13325 route 144","Sainte-anne-de-madaw","Yes Sir Motel","Rolande Martin","1 to 4",,"F","Services","5064451993","NB","Less than $500,000","Hotels, Rooming Houses, Camps, and Other Lodging","7011","Hotels and motels","Owner",,,,,,,,,,,,,,,,"E7E1T1","-68.022383","47.243381"
118,"530 dundonald st #206","Fredericton","Frogmore Estates Ltd","Terry Boreland","1 to 4",,"M","Finance, Insurance, And Real Estate","5064508400","NB","Less than $500,000","Real Estate","6513","Apartment building operators","Manager",,,,,,,,,,,,,,,,"E3B7G4","-66.647700","45.953637"
119,"37 highfield st","Moncton","K & C Fine Food Ltd",,,,,"Retail Trade",,"NB",,"Eating and Drinking Places","5812","Eating places",,,,,,,,,,,,,,,,,"E1C5N2","-64.784569","46.087718"
120,"20-312 old val d'amour rd","Atholville","Reitmans","Nancy Ouellette","7",,,"Retail Trade","5067534671","NB","1500000","Apparel and Accessory Stores","5621","Women's clothing stores","Manager",,,,,,,,,,,,,,,,"E3N4E2","-66.698610","47.988230"
121,"1746 hanwell rd","Hanwell","Armour Transport Inc","John Hiltz","20 to 49","5064506136","M","Transportation, Communications, Electric, Gas, An","5064595151","NB","$5 to 10 million","Motor Freight Transportation","4213","Trucking, except local","Manager",,,,,,,,,,,,,,,,,\N,\N
122,"1236 berry mills rd","Moncton","Moncton Truck Maintenance","Dan Roach",,"5063883878",,"Services","5063883889","NB",,"Automotive Repair, Services and Parking","7538","General automotive repair shops","Owner",,,,,,,,,,,,,,,,"E1E4R8","-64.848728","46.096222"
123,"163 robinson st","Moncton","Nat Construction Ltd","Romeo Leger","1 to 4",,"M","Construction","5068544870","NB","$500,000 to $1 million","Building Cnstrctn - General Contractors & Operativ","1521","Single-family housing construction","Owner",,,,,,,,,,,,,,,,"E1C5C2","-64.778158","46.084718"
124,"235 rue emile","Beresford","Bathurst Refrigeration Ltd","Richard Carmichael","5 to 9","5065421498","M","Construction","5065421495","NB","$1 to 2.5 million","Construction - Special Trade Contractors","1711","Plumbing, heating, air-conditioning","Owner",,,,,,,,,,,,,,,,"E8K2B4","-65.708520","47.718693"
125,"735 main st #101","Moncton","National Bank Of Canada","Philippe Desrosiers","10 to 19","5068592201","M","Finance, Insurance, And Real Estate","5068581340","NB",,"Depository Institutions","6021","National commercial banks","Vice President",,,,,,,,,,,,,,,,"E1C1E5","-64.777107","46.088584"
126,"Po box 285","Bath","K.C.'S Place Ltd.",,,,,"Services",,"NB",,"Amusement and Recreation Services","7993","Coin-operated amusement devices",,,,,,,,,,,,,,,,,"E0J1E0","-67.600135","46.548823"
127,"333 main st #b","Shediac","Co-Operators Insurance","Alicia Le Blanc","5 to 9",,"F","Finance, Insurance, And Real Estate","5065322428","NB","$500,000 to $1 million","Insurance Agents, Brokers and Service","6411","Insurance agents, brokers, and service","Manager",,,,,,,,,,,,,,,,"E4P2B2","-64.536420","46.219970"
128,"604 main st","Hampton","Silk N' Something Specials","Angie Lacelle","1 to 4",,"F","Retail Trade","5068327215","NB","Less than $500,000","Miscellaneous Retail","5947","Gift, novelty, and souvenir shop","Owner",,,,,,,,,,,,,,,,"E5N6C4","-65.830147","45.523211"
129,"253 route 555","Bedell","Trinity Presbyterian Church","David Els","1 to 4",,"M","Services","5063259702","NB",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,"E7M4M7","-67.623406","46.147109"
130,"77 william st","St andrews","United Church Of Canada","William Mac Leod","1 to 4","5065294857","M","Services","5065293527","NB",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,"E5B1W8","-67.053533","45.075251"
131,"164 blair st","Riverview","Norm Keenan & Son Plumbing","Norm Keenan","1 to 4",,"M","Construction","5068661238","NB","Less than $500,000","Construction - Special Trade Contractors","1711","Plumbing, heating, air-conditioning","Owner",,,,,,,,,,,,,,,,"E1B1J2","-64.772044","46.073807"
132,"844 main st","Woodstock","Main Street Kwik-Way","Dale Mac Quarrie","1 to 4",,"M","Retail Trade","5063248339","NB","Less than $500,000","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"E7M2G1","-67.574550","46.148670"
133,"150 trites rd","Riverview","Servicetek Electronics","Larry Jones","5 to 9","5063874332","M","Services","5063874373","NB","$500,000 to $1 million","Miscellaneous Repair Services","7629","Electrical repair shops","Owner",,,,,,,,,,,,,,,,"E1B3L9","-64.816474","46.051710"
134,"90 city rd","Saint john","City Laundry Ltd","Edward Trecartin","20 to 49","5066332889","M","Services","5066341488","NB","$2.5 to 5 million","Personal Services","7212","Garment pressing and cleaners' agents","Owner",,,,,,,,,,,,,,,,"E2L3M7","-66.059240","45.280014"
135,"Route 172","St george","Subway Ltd",,"10 to 19",,,"Retail Trade","5067557827","NB","$500,000 to $1 million","Eating and Drinking Places","5812","Eating places",,,,,,,,,,,,,,,,,,\N,\N
136,"105-924 prospect st","Fredericton","Myoflex Massage & Hydrotherapy","Aolanta Kurz",,,,"Services","5064509272","NB",,"Personal Services","7299","Miscellaneous personal service","Owner",,,,,,,,,,,,,,,,"E3B2T8","-66.673116","45.943922"
137,"215 wentworth st","Saint john","Thyssenkrupp Elevator","Mike Lilly","5 to 9","5066340841","M","Construction","5066341063","NB","$1 to 2.5 million","Construction - Special Trade Contractors","1796","Installing building equipment","Manager",,,,,,,,,,,,,,,,"E2L2T4","-66.052183","45.269746"
138,"10-150 cliffe st","Fredericton","Devon Video","Earl Duffield","2",,,"Services","5064720051","NB","250000","Motion Pictures","7841","Video tape rental","Owner",,,,,,,,,,,,,,,,"E3A0A1","-66.632373","45.971897"
139,"1351 mountain rd","Moncton","Sundee Securities Corp.","Paulette Collins","7",,,"Finance, Insurance, And Real Estate","5063840770","NB","7500000","Security & Commodity Brokers, Dealers, Exchanges","6211","Security brokers and dealers","Manager",,,,,,,,,,,,,,,,"E1C2T9","-64.829792","46.109819"
140,"197 main st","Bathurst","Dans Un Jardin Parfumeries","Monique Karatzios","1 to 4",,"F","Retail Trade","5065483320","NB","Less than $500,000","Miscellaneous Retail","5999","Miscellaneous retail stores, nec","Owner",,,,,,,,,,,,,,,,"E2A1A6","-65.655477","47.620703"
141,"358 canterbury dr","Fredericton","Price's Day Care","Marie Price","1 to 4",,"F","Services","5064545925","NB","Less than $500,000","Social Services","8351","Child day care services","Owner",,,,,,,,,,,,,,,,"E3B4L9","-66.639069","45.934002"
142,"45 leopold f. belliveau d","Moncton","Sunset Village","Ronald Allain",,,,"Services","5063891335","NB",,"Health Services","8059","Nursing and personal care, nec","Owner",,,,,,,,,,,,,,,,"E1A6S6","-64.789563","46.121825"
143,"15 camrose cres","Moncton","Donalco Atlantic Inc.","David Julian",,"5068568787",,"Construction","5068598010","NB",,"Construction - Special Trade Contractors","1799","Special trade contractors, nec","Manager",,,,,,,,,,,,,,,,"E1C9W4","-64.838435","46.102131"
144,"10 king st","St stephen","Marcosoft Computers","Marco Hovath","1 to 4","5064663231","M","Retail Trade","5064665885","NB","Less than $500,000","Home Furniture, Furnishings and Equipment Stores","5734","Computer and software stores","Owner",,,,,,,,,,,,,,,,"E3L2B9","-67.276006","45.192798"
145,"350 tripp settlement rd","Keswick ridge","News Group","Jaine Marshall","3",,,"Retail Trade","5063632734","NB","500000","Miscellaneous Retail","5942","Book stores","Manager",,,,,,,,,,,,,,,,"E6L1W5","-66.885181","46.015856"
146,"76 rue du pecheur n","Lameque","Construction De Lameque","Lane Stewart","10 to 19","5063445238","M","Construction","5063442236","NB","$5 to 10 million","Building Cnstrctn - General Contractors & Operativ","1542","Nonresidential construction, nec","Owner",,,,,,,,,,,,,,,,"E8T1J6","-64.640691","47.801302"
147,"9522 rue main","Richibucto","Gerard Mazerolle Enterprises","Gerard Mazerolle","1 to 4",,"M","Construction","5065234344","NB","$500,000 to $1 million","Construction - Special Trade Contractors","1794","Excavation work","Owner",,,,,,,,,,,,,,,,"E4W4E4","-64.870517","46.665249"
148,"30 honour house crt","Riverview","Riverview Animal Control","Joe Leger",,,,"Public Administration","5063872230","NB",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies","Manager",,,,,,,,,,,,,,,,"E1B3Y9","-64.803641","46.060992"
149,"1070 st. george blvd","Moncton","Mitek Canada Inc","Ken Legault","1 to 4","5068572127","M","Retail Trade","5068621147","NB","$500,000 to $1 million","Building Matrials, Hrdwr, Garden Supply & Mobile","5211","Lumber and other building materials","Manager",,,,,,,,,,,,,,,,"E1E4K7","-64.830715","46.080986"
150,"220 ashburn st","Saint john","Crown Industries Ltd","Derek Morrison","1 to 4",,"M","Manufacturing","5066358399","NB","Less than $500,000","Industrial and Commercial Machinery and Computer E","3599","Industrial machinery, nec","President",,,,,,,,,,,,,,,,,\N,\N
151,"2078 route 845","Bayswater","Kissing Bridge Kennel","Barb Thompson","1 to 4",,"F","Agriculture, Forestry, And Fishing","5067632681","NB","Less than $500,000","Agricultural Services","752","Animal specialty services","Owner",,,,,,,,,,,,,,,,"E5S1J6","-66.134426","45.350278"
152,"55 mcknight st rr 7","Fredericton","Hayland Limited","Bonnie Culligan","1 to 4","5064530581","F","Finance, Insurance, And Real Estate","5064722787","NB","$500,000 to $1 million","Real Estate","6513","Apartment building operators","Manager",,,,,,,,,,,,,,,,"E3B2R7","-66.686974","45.951797"
153,"2463 mountain rd","Moncton","Plaza Bowl","Fred Steinhauer","10 to 19","5068621818","M","Services","5068621100","NB","$500,000 to $1 million","Amusement and Recreation Services","7933","Bowling centers","Manager",,,,,,,,,,,,,,,,"E1G2J5","-64.873688","46.129573"
154,"345 salisbury back rd","Colpitts settlement","Ronald Steeves Excavating Ltd","Ronald Steeves","5 to 9","5063724558","M","Wholesale Trade","5063729109","NB","$2.5 to 5 million","Wholesale Trade - Durable Goods","5032","Brick, stone, and related material","Owner",,,,,,,,,,,,,,,,"E4J1K2","-65.081359","45.979152"
155,"671 green head rd","Saint john","Angus Melanson Ltd","Don Melanson","1 to 4",,"M","Construction","5066725668","NB","Less than $500,000","Construction - Special Trade Contractors","1794","Excavation work","Owner",,,,,,,,,,,,,,,,"E2M4W9","-66.111671","45.266621"
156,"17 bayview rd","Black river","Seaview Community Club",,"5 to 9",,,"Services","5066968991","NB",,"Membership Organizations","8641","Civic and social associations",,,,,,,,,,,,,,,,,"E2S1Z8","-65.792088","45.266057"
157,"1-1140 route 776","Grand manan","Harbour Gifts","Verne Horsman",,"5066628881",,"Retail Trade","5066623103","NB",,"Miscellaneous Retail","5947","Gift, novelty, and souvenir shop","Owner",,,,,,,,,,,,,,,,"E5G4E8","-66.772650","44.685210"
158,"79 ch t. morin","St-joseph-de-madawas","Chiasson Electronique Inc.","Yvon Dube","7",,,"Construction","5068703921","NB","3500000","Building Cnstrctn - General Contractors & Operativ","1542","Nonresidential construction, nec","Owner",,,,,,,,,,,,,,,,"E7B2T2","-68.318366","47.439221"
159,"802-157 water st","Campbellton","Raymond Lyne","Raymond Lyne","3",,,"Services","5067533306","NB","500000","Legal Services","8111","Legal services",,,,,,,,,,,,,,,,,"E3N3L4","-66.675626","48.006769"
160,"61 courtenay ave","Saint john","Gospel Hall",,"1 to 4",,,"Services","5066347455","NB",,"Membership Organizations","8661","Religious organizations",,,,,,,,,,,,,,,,,"E2J1M6","-66.039795","45.284005"
161,"10 av des peupliers","Clair","Villa Bellevue Inc","Daniel Levasseur","5 to 9",,"M","Finance, Insurance, And Real Estate","5069922986","NB","$1 to 2.5 million","Real Estate","6513","Apartment building operators","President",,,,,,,,,,,,,,,,"E7A2C3","-68.598232","47.258760"
162,"105-312 old val d'amour r","Atholville","Atlantic Superstore","Marcel Thibodeault","120","5067897566",,"Retail Trade","5067897575","NB","39000000","Food Stores","5411","Grocery stores","Manager",,,,,,,,,,,,,,,,"E3N4E2","-66.698610","47.988230"
163,"102-565 priestman st","Fredericton","Solex Technologies","Edward Travis",,,,"Retail Trade","5064607345","NB",,"Home Furniture, Furnishings and Equipment Stores","5734","Computer and software stores","Owner",,,,,,,,,,,,,,,,"E3B5X8","-66.656707","45.941206"
164,"376 westmorland rd","Saint john","C E Mfrs Of Custom Embroidery","Joseph Richard","1 to 4",,"M","Services","5066526887","NB","Less than $500,000","Business Services","7389","Business services, nec","Owner",,,,,,,,,,,,,,,,"E2J2G4","-66.025846","45.300174"
165,"1236 vanier blvd","Bathurst","Von Healthy Baby & Me","Veronique Gallien",,,,"Services","5065464490","NB",,"Health Services","8099","Health and allied services, nec","Manager",,,,,,,,,,,,,,,,"E2A3N7","-65.699171","47.639060"
166,"1245 hanwell rd","Fredericton","Maritime Coffee Svc.","Robert Dow",,,,"Retail Trade","5064522820","NB",,"Miscellaneous Retail","5963","Direct selling establishments","Manager",,,,,,,,,,,,,,,,"E3C1A6","-66.692537","45.947816"
167,"642 main st","Shediac","Parlee Beach Oasis",,"5 to 9",,,"Services","5065325339","NB","$500,000 to $1 million","Hotels, Rooming Houses, Camps, and Other Lodging","7011","Hotels and motels",,,,,,,,,,,,,,,,,"E4P2H3","-64.516050","46.224055"
168,"71 rue de l'eglise","Edmundston","Salon Studio 5001","Marjolaine Carrier","1 to 4",,"F","Services","5067355001","NB","Less than $500,000","Personal Services","7231","Beauty shops","Owner",,,,,,,,,,,,,,,,"E3V1J6","-68.327790","47.365575"
169,"2772 fredericton rd","Salisbury","Salisbury Electronics Repair","Patrick Last","1 to 4",,"M","Retail Trade","5063729990","NB","$500,000 to $1 million","Home Furniture, Furnishings and Equipment Stores","5734","Computer and software stores","Owner",,,,,,,,,,,,,,,,"E4J2E8","-65.043809","46.034234"
170,"141 manners sutton rd","Saint john","Dreskin's",,,,,"Retail Trade",,"NB",,"Apparel and Accessory Stores","5621","Women's clothing stores",,,,,,,,,,,,,,,,,"E2K2E2","-66.108202","45.302006"
171,"1759 route 860","Titusville","Hammond River Valley School","Mary Breen","20 to 49","5068326059","F","Services","5068326023","NB",,"Educational Services","8211","Elementary and secondary schools","Principal",,,,,,,,,,,,,,,,"E5N3W2","-65.753052","45.485505"
172,"287-157 water st","Campbellton","Pauline Pelletier","Pauline Pelletier","15","5067899201",,"Retail Trade","5067534494","NB","3500000","General Merchandise Stores","5311","Department stores","Manager",,,,,,,,,,,,,,,,"E3N3L4","-66.675626","48.006769"
173,"101 hampton rd","Rothesay","Black's Jean Wearhouse","Ronald Black","5 to 9",,"M","Retail Trade","5068498010","NB","$1 to 2.5 million","Apparel and Accessory Stores","5611","Men's and boys' clothing stores","Owner",,,,,,,,,,,,,,,,"E2E3L3","-65.982149","45.396469"
